num_facts,seed,delta_coverage_true_fact,delta_coverage_answer_exact,delta_coverage_required_topc_margin
16,20260840,0.4410156249999999,0.44999999999999996,138.66330202743413
16,20260841,0.419921875,0.4234375,25.958001740276814
16,20260842,0.35664062500000004,0.33906250000000004,449.9063857103698
