num_facts,seed,delta_coverage_true_fact,delta_coverage_answer_exact,delta_coverage_required_topc_margin
16,20260840,0.08906249999999999,0.09921874999999997,-0.07854492329061014
16,20260841,0.14062500000000006,0.15468749999999998,0.1446972049772739
16,20260842,0.13398437500000004,0.12578124999999996,0.4377214442938567
